age,job,marital,education,balance,housing,loan,contact,duration,pdays,previous,poutcome,contact_date
50,unemployed,single,secondary,588,0,0,cellular,649,-1,0,other,31-jul
34,admin.,single,secondary,181,1,0,cellular,296,-1,0,other,21-jul
58,retired,married,secondary,168,0,0,cellular,183,-1,0,other,20-aug
44,blue-collar,married,primary,-82,0,1,unknown,181,-1,0,other,17-jun
32,technician,married,secondary,169,1,0,cellular,22,-1,0,other,7-may
29,blue-collar,married,primary,544,0,1,cellular,121,-1,0,other,21-jul
37,management,single,tertiary,171,1,1,cellular,250,-1,0,other,7-aug
43,services,single,secondary,2444,0,1,cellular,130,-1,0,other,2-jun
49,management,married,tertiary,852,1,0,cellular,408,-1,0,other,20-nov
33,technician,married,secondary,105,1,1,unknown,360,-1,0,other,20-may
46,technician,married,secondary,317,1,1,cellular,24,250,1,failure,2-feb
28,admin.,single,secondary,1238,1,0,unknown,252,-1,0,other,28-may
52,technician,married,secondary,371,1,1,cellular,224,182,1,success,21-apr
45,blue-collar,married,primary,1945,1,0,cellular,63,-1,0,other,15-may
51,management,married,secondary,873,0,0,cellular,273,-1,0,other,29-jan
22,services,single,secondary,395,1,0,unknown,70,-1,0,other,13-may
54,management,divorced,tertiary,129,1,0,unknown,132,-1,0,other,30-may
29,admin.,single,secondary,464,0,0,cellular,208,91,3,success,9-nov
46,management,divorced,tertiary,233,1,1,cellular,57,-1,0,other,14-may
37,technician,divorced,secondary,630,1,0,cellular,28,-1,0,other,20-apr
34,management,single,tertiary,0,1,0,unknown,759,-1,0,other,21-may
45,blue-collar,married,primary,942,0,1,cellular,295,-1,0,other,9-jul
57,technician,married,secondary,589,1,0,cellular,167,190,5,failure,11-aug
31,technician,married,secondary,1263,1,0,cellular,364,-1,0,other,20-nov
39,management,single,tertiary,416,0,0,cellular,56,-1,0,other,23-oct
34,unemployed,single,secondary,847,0,0,cellular,684,-1,0,other,2-feb
29,services,married,secondary,363,1,0,cellular,164,-1,0,other,15-may
28,management,single,tertiary,730,1,0,cellular,631,-1,0,other,3-mar
57,technician,married,tertiary,0,0,0,cellular,242,-1,0,other,21-aug
39,admin.,divorced,secondary,-607,1,0,unknown,374,-1,0,other,20-may
46,blue-collar,married,secondary,0,1,0,unknown,83,-1,0,other,5-jun
49,self-employed,married,tertiary,202,1,0,cellular,139,166,3,other,18-nov
71,retired,married,secondary,1696,0,0,cellular,486,-1,0,other,6-oct
31,technician,single,tertiary,1109,0,0,cellular,642,167,2,failure,5-feb
49,technician,married,tertiary,2611,0,0,cellular,194,-1,0,other,20-apr
47,blue-collar,divorced,primary,551,1,0,cellular,662,-1,0,other,19-nov
35,unemployed,single,primary,68,0,0,cellular,175,-1,0,other,3-jul
37,technician,married,secondary,177,1,0,cellular,464,-1,0,other,16-jul
33,blue-collar,married,primary,3512,1,0,cellular,251,183,2,failure,19-nov
31,technician,married,secondary,684,1,0,cellular,620,-1,0,other,7-dec
48,blue-collar,single,secondary,2288,0,0,unknown,114,-1,0,other,24-jun
29,housemaid,married,primary,7,0,1,cellular,240,-1,0,other,8-jul
36,blue-collar,married,secondary,439,1,0,unknown,179,-1,0,other,29-may
46,admin.,married,secondary,-236,1,0,telephone,217,-1,0,other,14-may
32,entrepreneur,married,secondary,390,0,0,cellular,152,-1,0,other,30-nov
36,self-employed,single,secondary,74,1,1,cellular,198,-1,0,other,12-may
25,blue-collar,single,secondary,-191,1,0,unknown,958,-1,0,other,19-jun
33,technician,single,secondary,1327,1,0,cellular,20,-1,0,other,2-feb
53,services,married,secondary,1242,0,0,cellular,168,-1,0,other,11-aug
34,technician,single,tertiary,82,0,0,cellular,292,-1,0,other,19-aug
48,blue-collar,married,primary,237,1,0,unknown,18,-1,0,other,19-jun
36,self-employed,married,tertiary,11387,0,0,cellular,134,-1,0,other,15-apr
39,management,divorced,tertiary,5009,1,0,cellular,1083,-1,0,other,15-jul
47,blue-collar,married,primary,209,0,0,cellular,77,-1,0,other,27-aug
31,services,single,secondary,11386,1,0,cellular,356,-1,0,other,20-nov
42,unemployed,single,secondary,139,1,0,cellular,148,-1,0,other,5-feb
30,technician,single,secondary,158,0,0,cellular,144,-1,0,other,6-oct
54,management,divorced,tertiary,205,0,0,cellular,182,-1,0,other,21-aug
25,management,single,tertiary,316,0,0,cellular,347,-1,0,other,27-mar
39,blue-collar,single,secondary,1986,0,1,unknown,367,-1,0,other,19-jun
63,self-employed,married,tertiary,-39,0,0,cellular,387,-1,0,other,1-apr
28,management,single,tertiary,1027,1,0,cellular,433,-1,0,other,14-may
37,management,married,secondary,565,0,0,cellular,449,398,1,success,29-apr
35,blue-collar,married,secondary,2432,1,0,cellular,196,-1,0,other,14-may
32,management,single,tertiary,438,0,0,cellular,318,-1,0,other,21-aug
37,blue-collar,married,primary,-196,1,0,unknown,166,-1,0,other,26-may
30,blue-collar,married,secondary,631,1,0,cellular,174,-1,0,other,19-nov
33,entrepreneur,single,secondary,-1,1,0,cellular,214,-1,0,other,21-nov
70,retired,married,primary,7781,0,0,cellular,222,-1,0,other,3-jul
41,services,married,secondary,1785,0,0,cellular,225,-1,0,other,30-jul
35,management,single,tertiary,0,0,0,cellular,183,-1,0,other,21-aug
35,technician,single,secondary,2,0,0,cellular,239,-1,0,other,11-aug
36,blue-collar,married,secondary,536,1,0,cellular,274,-1,0,other,8-apr
40,management,single,tertiary,2258,1,0,cellular,115,287,2,failure,14-may
47,admin.,divorced,secondary,95,1,1,telephone,270,-1,0,other,28-jan
30,technician,divorced,secondary,3100,1,0,cellular,125,183,4,failure,20-nov
63,retired,married,primary,8044,0,0,cellular,702,-1,0,other,12-nov
36,services,married,primary,413,1,0,telephone,60,176,1,failure,13-may
59,admin.,married,secondary,1365,0,0,unknown,327,-1,0,other,19-jun
31,blue-collar,single,secondary,228,0,0,cellular,744,88,4,other,6-aug
48,blue-collar,married,secondary,7985,1,0,cellular,232,347,1,failure,11-may
36,services,married,secondary,183,1,0,unknown,103,-1,0,other,20-may
30,technician,married,secondary,574,0,0,cellular,394,-1,0,other,13-aug
44,technician,married,tertiary,4580,1,0,unknown,911,-1,0,other,15-may
35,technician,single,secondary,417,0,0,cellular,92,-1,0,other,19-aug
54,blue-collar,married,primary,209,0,1,unknown,206,-1,0,other,17-nov
31,services,married,secondary,132,0,0,cellular,148,152,1,other,7-jul
58,services,divorced,secondary,739,1,0,cellular,304,335,5,failure,20-apr
59,retired,married,primary,2722,0,0,unknown,145,-1,0,other,16-jun
41,housemaid,married,primary,15,0,1,telephone,17,-1,0,other,17-jul
51,blue-collar,married,secondary,0,0,1,unknown,109,-1,0,other,3-jul
31,blue-collar,married,secondary,3311,1,0,unknown,719,-1,0,other,20-may
44,admin.,single,secondary,-84,1,0,unknown,32,-1,0,other,8-may
34,services,divorced,secondary,221,1,0,unknown,343,-1,0,other,19-may
48,services,married,secondary,975,1,1,cellular,521,-1,0,other,15-may
36,technician,married,secondary,480,0,0,cellular,213,-1,0,other,20-oct
30,admin.,married,tertiary,285,0,0,cellular,693,-1,0,other,5-feb
29,self-employed,single,tertiary,300,0,0,cellular,125,-1,0,other,3-feb
37,technician,married,secondary,474,1,0,cellular,85,322,1,failure,14-apr
55,blue-collar,married,secondary,840,1,0,unknown,310,-1,0,other,6-may
44,services,divorced,secondary,2416,1,0,unknown,304,-1,0,other,14-may
34,blue-collar,married,secondary,2,1,0,cellular,6,-1,0,other,12-may
35,admin.,divorced,secondary,951,1,0,cellular,567,-1,0,other,16-apr
59,retired,married,primary,56,0,0,cellular,432,-1,0,other,21-aug
33,management,single,tertiary,48,1,0,cellular,308,-1,0,other,19-nov
31,student,married,tertiary,0,0,0,cellular,247,367,4,other,11-may
57,services,married,secondary,2658,1,0,cellular,107,190,1,failure,21-nov
24,blue-collar,single,secondary,-10,1,0,unknown,106,-1,0,other,13-may
43,services,divorced,secondary,5571,0,0,unknown,149,-1,0,other,9-jun
44,blue-collar,married,secondary,1671,0,0,unknown,149,-1,0,other,12-jun
41,admin.,single,secondary,882,1,1,unknown,145,-1,0,other,28-may
43,management,married,tertiary,715,0,0,cellular,88,-1,0,other,20-aug
34,management,divorced,tertiary,4231,1,0,cellular,382,-1,0,other,11-aug
49,admin.,married,secondary,0,1,0,cellular,201,-1,0,other,17-nov
46,blue-collar,married,primary,1483,1,0,unknown,174,-1,0,other,14-may
37,services,married,secondary,0,0,0,unknown,12,-1,0,other,20-jun
37,blue-collar,married,primary,0,1,0,telephone,143,-1,0,other,8-may
33,admin.,single,secondary,-281,1,1,cellular,282,-1,0,other,20-nov
28,blue-collar,divorced,primary,319,1,0,cellular,120,-1,0,other,21-jul
54,technician,single,secondary,770,0,0,unknown,89,-1,0,other,17-jun
34,management,married,tertiary,0,0,0,cellular,120,-1,0,other,29-aug
32,technician,divorced,tertiary,75,0,0,cellular,104,256,9,failure,5-may
39,blue-collar,married,tertiary,597,0,0,cellular,686,-1,0,other,16-jul
35,management,married,primary,3369,0,0,cellular,322,-1,0,other,20-nov
49,technician,married,tertiary,503,0,0,unknown,297,-1,0,other,1-jul
39,blue-collar,married,primary,1802,1,0,unknown,490,-1,0,other,2-jun
54,blue-collar,married,primary,1849,0,0,cellular,127,-1,0,other,12-aug
47,technician,divorced,secondary,691,0,0,cellular,103,-1,0,other,14-aug
37,housemaid,married,primary,0,1,0,cellular,347,-1,0,other,24-jul
48,services,married,secondary,-110,1,0,cellular,97,321,2,other,20-apr
31,self-employed,single,secondary,148,1,1,cellular,232,167,4,failure,6-may
35,technician,married,tertiary,0,1,1,cellular,86,-1,0,other,21-nov
27,services,single,secondary,1928,0,1,cellular,513,-1,0,other,15-jul
39,management,married,tertiary,12,1,0,unknown,130,-1,0,other,23-may
35,technician,single,secondary,300,1,0,unknown,338,-1,0,other,9-may
32,management,single,tertiary,26,0,0,cellular,55,-1,0,other,10-jul
46,entrepreneur,married,secondary,757,0,0,unknown,382,-1,0,other,16-jun
32,management,divorced,tertiary,294,1,0,cellular,1095,274,5,success,17-apr
44,blue-collar,divorced,secondary,1781,1,0,cellular,48,-1,0,other,29-jul
35,blue-collar,married,secondary,86,0,0,cellular,128,-1,0,other,31-jul
24,student,single,secondary,4126,0,0,cellular,907,185,7,failure,5-apr
30,blue-collar,single,secondary,183,1,0,cellular,610,-1,0,other,18-jul
28,unemployed,married,secondary,1,0,0,cellular,128,-1,0,other,20-apr
48,blue-collar,married,secondary,0,0,0,cellular,112,-1,0,other,19-aug
38,admin.,married,tertiary,669,1,1,cellular,129,-1,0,other,31-jul
37,blue-collar,single,secondary,133,1,0,cellular,1388,-1,0,other,11-may
33,management,single,tertiary,1530,0,0,cellular,88,-1,0,other,28-aug
46,blue-collar,married,primary,1085,1,1,cellular,523,353,58,other,15-may
42,management,single,tertiary,422,1,0,unknown,25,-1,0,other,23-may
46,management,divorced,tertiary,302,0,0,cellular,80,-1,0,other,18-aug
32,unemployed,single,secondary,5670,0,0,cellular,326,-1,0,other,4-feb
43,admin.,single,secondary,2539,1,0,unknown,529,-1,0,other,16-may
30,self-employed,single,tertiary,1259,0,0,cellular,435,-1,0,other,20-nov
44,management,married,tertiary,0,0,0,unknown,27,-1,0,other,13-may
59,retired,married,secondary,2516,1,1,unknown,282,-1,0,other,14-may
33,management,married,tertiary,3696,0,0,cellular,305,182,3,failure,19-nov
32,management,married,tertiary,3107,1,1,cellular,165,116,1,failure,18-nov
35,technician,single,tertiary,1104,1,1,unknown,95,-1,0,other,2-jun
32,management,married,tertiary,396,1,0,cellular,319,-1,0,other,20-aug
40,housemaid,divorced,primary,-21,1,0,cellular,192,-1,0,other,10-jul
38,blue-collar,married,secondary,4771,1,0,cellular,217,-1,0,other,17-apr
36,blue-collar,married,secondary,-173,1,0,cellular,197,-1,0,other,18-may
52,blue-collar,married,secondary,26,1,0,cellular,191,368,1,failure,8-may
35,management,single,tertiary,565,1,0,unknown,763,-1,0,other,30-may
56,management,divorced,tertiary,2037,0,0,cellular,160,91,5,success,6-may
54,management,married,tertiary,0,0,0,unknown,120,-1,0,other,5-may
55,retired,married,primary,2325,1,1,telephone,87,-1,0,other,8-aug
37,admin.,divorced,secondary,141,1,0,cellular,233,-1,0,other,14-may
28,technician,single,secondary,1532,0,0,cellular,279,-1,0,other,4-feb
39,blue-collar,married,primary,477,1,1,cellular,229,-1,0,other,21-nov
36,management,married,tertiary,1100,1,0,cellular,93,-1,0,other,18-nov
36,management,married,secondary,873,1,0,unknown,210,-1,0,other,21-may
38,unemployed,divorced,secondary,0,1,0,unknown,281,-1,0,other,30-may
44,blue-collar,married,secondary,1025,1,0,cellular,116,202,1,failure,21-dec
43,services,single,secondary,620,0,1,cellular,155,-1,0,other,29-jan
31,technician,single,tertiary,3194,0,0,cellular,140,-1,0,other,11-aug
39,management,divorced,tertiary,30,0,1,cellular,265,-1,0,other,3-feb
49,technician,divorced,tertiary,917,0,0,cellular,165,-1,0,other,11-aug
30,entrepreneur,married,primary,495,1,0,cellular,384,-1,0,other,17-apr
33,blue-collar,single,secondary,371,1,0,unknown,1128,-1,0,other,16-may
27,self-employed,single,secondary,49,1,0,cellular,208,-1,0,other,30-jan
74,retired,married,tertiary,4912,0,0,telephone,268,181,3,failure,20-apr
51,housemaid,married,primary,618,1,1,cellular,277,85,1,failure,30-apr
49,blue-collar,married,primary,1119,1,0,unknown,493,-1,0,other,20-jun
55,technician,married,secondary,741,1,0,unknown,973,-1,0,other,15-may
50,housemaid,married,secondary,1954,0,1,cellular,438,-1,0,other,28-jul
36,blue-collar,married,secondary,975,1,0,cellular,186,295,1,failure,7-may
37,technician,single,secondary,435,1,0,unknown,210,-1,0,other,26-may
39,services,married,secondary,695,1,0,unknown,429,-1,0,other,28-may
33,housemaid,married,primary,212,1,0,cellular,260,-1,0,other,11-jul
33,services,married,tertiary,570,0,0,cellular,70,-1,0,other,25-may
31,technician,married,secondary,659,1,0,cellular,135,-1,0,other,8-aug
35,technician,married,secondary,0,1,0,telephone,125,-1,0,other,19-nov
48,admin.,married,secondary,749,1,0,unknown,56,-1,0,other,2-jun
39,management,married,tertiary,691,1,1,cellular,517,255,1,failure,16-apr
40,blue-collar,married,secondary,72,1,0,unknown,110,-1,0,other,26-jun
39,blue-collar,married,primary,186,1,0,unknown,208,-1,0,other,16-may
30,services,single,secondary,726,1,1,cellular,109,-1,0,other,30-jul
30,technician,single,secondary,146,1,0,cellular,96,-1,0,other,29-jan
57,retired,married,primary,207,1,0,unknown,193,-1,0,other,8-may
38,management,married,tertiary,3436,0,0,cellular,663,-1,0,other,21-nov
33,blue-collar,married,secondary,3458,1,0,cellular,54,-1,0,other,20-apr
33,student,single,tertiary,71,0,0,cellular,94,-1,0,other,15-jul
35,services,married,secondary,207,1,0,unknown,312,-1,0,other,26-may
29,services,married,secondary,-597,0,0,cellular,500,-1,0,other,7-jul
27,services,married,secondary,511,1,0,unknown,85,-1,0,other,30-jun
29,technician,single,secondary,-13,1,0,cellular,512,-1,0,other,14-may
29,management,single,secondary,703,1,0,cellular,236,550,2,success,16-nov
29,technician,single,tertiary,218,1,0,cellular,169,-1,0,other,12-apr
32,blue-collar,married,secondary,944,0,0,cellular,231,362,1,other,13-may
59,unemployed,divorced,secondary,2026,0,0,cellular,185,73,1,failure,14-aug
38,self-employed,married,tertiary,526,0,0,cellular,86,-1,0,other,27-aug
32,services,married,secondary,1670,0,0,cellular,223,299,2,failure,13-may
35,blue-collar,single,primary,1277,1,0,cellular,143,-1,0,other,20-apr
32,admin.,single,secondary,10218,1,0,cellular,149,-1,0,other,19-nov
54,retired,divorced,primary,52,0,0,unknown,184,-1,0,other,19-jun
29,services,single,tertiary,1788,0,0,cellular,353,-1,0,other,27-oct
27,student,single,tertiary,838,0,0,cellular,162,-1,0,other,11-oct
30,technician,single,secondary,677,1,0,unknown,241,-1,0,other,16-may
33,blue-collar,married,secondary,889,1,0,unknown,13,373,6,success,18-sep
31,blue-collar,single,secondary,-159,0,1,telephone,49,-1,0,other,21-nov
52,technician,married,secondary,1781,1,0,unknown,144,-1,0,other,19-may
54,services,married,secondary,6376,0,0,cellular,274,-1,0,other,13-aug
35,self-employed,divorced,secondary,3443,0,0,cellular,409,-1,0,other,30-jul
50,management,married,secondary,0,0,0,cellular,97,-1,0,other,27-aug
51,blue-collar,divorced,primary,-19,1,0,cellular,829,296,11,failure,13-may
42,management,single,tertiary,1156,1,0,unknown,62,-1,0,other,4-jul
25,technician,single,secondary,50,1,0,cellular,191,-1,0,other,8-may
30,management,single,tertiary,376,1,0,cellular,710,-1,0,other,21-nov
37,technician,single,secondary,2544,1,0,unknown,120,-1,0,other,30-may
31,entrepreneur,single,tertiary,0,0,0,unknown,31,-1,0,other,3-jun
34,services,single,secondary,215,0,0,cellular,56,-1,0,other,28-jul
35,admin.,married,secondary,216,1,1,cellular,70,-1,0,other,17-nov
55,admin.,single,secondary,986,0,1,cellular,12,-1,0,other,2-feb
39,technician,single,secondary,-143,1,0,cellular,93,349,7,failure,14-may
60,retired,married,secondary,926,1,0,unknown,291,-1,0,other,13-may
39,management,single,tertiary,572,1,0,cellular,153,-1,0,other,31-jul
36,entrepreneur,married,secondary,660,1,1,cellular,430,-1,0,other,17-apr
61,technician,married,primary,2282,0,0,cellular,1092,-1,0,other,25-nov
34,technician,single,tertiary,612,0,0,cellular,81,95,1,failure,28-aug
59,admin.,married,secondary,3735,0,0,cellular,203,121,2,failure,18-mar
55,retired,married,primary,-966,0,1,cellular,104,-1,0,other,14-may
46,technician,married,secondary,416,1,1,cellular,361,-1,0,other,23-jul
33,management,married,tertiary,418,1,0,cellular,159,-1,0,other,21-nov
53,self-employed,married,tertiary,837,0,0,cellular,160,-1,0,other,27-aug
26,blue-collar,married,secondary,2005,1,0,unknown,224,-1,0,other,27-may
43,management,single,tertiary,359,1,0,telephone,899,-1,0,other,12-may
55,housemaid,married,primary,1563,1,0,cellular,128,-1,0,other,17-nov
50,blue-collar,married,primary,4121,1,1,cellular,177,-1,0,other,20-nov
47,services,divorced,secondary,164,0,0,unknown,212,-1,0,other,5-may
30,technician,single,tertiary,1922,1,0,cellular,546,-1,0,other,18-may
50,technician,married,secondary,389,1,0,unknown,110,-1,0,other,8-may
32,technician,single,secondary,230,1,0,cellular,256,-1,0,other,25-aug
58,unemployed,married,secondary,3867,1,0,telephone,159,364,2,failure,11-may
55,management,divorced,tertiary,668,0,0,cellular,25,-1,0,other,28-aug
34,technician,married,secondary,-74,1,0,cellular,98,347,4,failure,7-jul
42,technician,married,secondary,4837,0,0,cellular,91,-1,0,other,4-aug
53,admin.,married,secondary,1661,1,1,cellular,85,-1,0,other,17-nov
34,technician,married,tertiary,31,0,0,unknown,108,-1,0,other,24-feb
40,technician,divorced,secondary,348,1,0,cellular,142,-1,0,other,5-aug
32,technician,single,secondary,1210,1,1,unknown,267,-1,0,other,28-may
32,services,married,secondary,-509,1,0,cellular,134,-1,0,other,30-jan
32,blue-collar,married,secondary,557,0,0,cellular,388,272,1,other,4-feb
